,0,1,2
4944,учебников,6221.0,1.0
4945,нато,6229.0,3.0
4946,сноубордистовмы,6231.0,1.0
4947,гиннеса,6231.0,1.0
4948,купальниках,6231.0,1.0
4949,лыжников,6231.0,1.0
4950,горы,6231.0,1.0
4951,заряжающийся,6231.0,1.0
4952,классные,6231.0,1.0
4953,аккумулятор,6231.0,1.0
4954,турбулентность,6233.0,1.0
4955,эльма,6233.0,1.0
4956,авиаперелётов,6233.0,1.0
4957,бангкок,6233.0,1.0
4958,угрожающие,6233.0,1.0
4959,летевшая,6233.0,1.0
4960,природные,6233.0,1.0
4961,радиация,6233.0,1.0
4962,редкие,6233.0,1.0
4963,огни,6233.0,1.0
4964,жюри,6240.0,2.0
4965,мифов,6241.0,1.0
4966,воде,6241.0,1.0
4967,телевизора,6241.0,1.0
4968,гомеопатию,6241.0,1.0
4969,верят,6241.0,1.0
4970,доказательств,6242.0,1.0
4971,достоверных,6242.0,1.0
4972,рассуждениями,6242.0,1.0
4973,возможное,6248.0,1.0
4974,замаскирована,6248.0,1.0
4975,пароли,6250.0,1.0
4976,хитростями,6250.0,1.0
4977,прочтения,6250.0,1.0
4978,расскажем,6250.0,1.0
4979,безопасен,6250.0,1.0
4980,напиши,6250.0,1.0
4981,парижского,6256.0,2.0
4982,соглашения,6256.0,2.0
4983,согласившегося,6260.0,1.0
4984,запугать,6260.0,1.0
4985,депортацией,6260.0,1.0
4986,блокировать,6261.0,2.0
4987,преступник,6263.0,3.0
4988,певец,6270.0,2.0
4989,поменялись,6287.0,1.0
4990,польши,6287.0,1.0
4991,берлинские,6287.0,1.0
4992,сооружением,6287.0,1.0
4993,бранденбургские,6287.0,1.0
4994,подсвечивались,6287.0,1.0
4995,архитектурных,6287.0,1.0
4996,трагических,6287.0,1.0
4997,дрездене,6287.0,1.0
4998,дворец,6287.0,1.0
4999,иллюминации,6287.0,1.0
5000,урожай,6291.0,1.0
5001,передумал,6291.0,1.0
5002,ферме,6291.0,1.0
5003,выплатил,6291.0,1.0
5004,судебные,6291.0,1.0
5005,приставы,6291.0,1.0
5006,алиментам,6291.0,1.0
5007,близкого,6295.0,2.0
5008,замдиректор,6297.0,1.0
5009,шантажом,6297.0,1.0
5010,посчитали,6297.0,1.0
5011,строили,6300.0,1.0
5012,замены,6300.0,1.0
5013,уточняется,6306.0,3.0
5014,беллами,6307.0,1.0
5015,слушает,6307.0,1.0
5016,ирландия,6307.0,1.0
5017,ирландского,6307.0,1.0
5018,мэттью,6307.0,1.0
5019,колумба,6307.0,1.0
5020,остальной,6307.0,1.0
5021,деревне,6309.0,2.0
5022,марихуана,6310.0,1.0
5023,удивительная,6310.0,1.0
5024,армении,6310.0,1.0
5025,позитивно,6310.0,1.0
5026,конвоя,6310.0,1.0
5027,скрылся,6310.0,1.0
5028,ограничивающий,6313.0,1.0
5029,чаэс,6315.0,1.0
5030,подорвали,6315.0,1.0
5031,атомной,6315.0,1.0
5032,ликвидацией,6315.0,1.0
5033,повлекший,6315.0,1.0
5034,энергоблоке,6315.0,1.0
5035,оперативной,6315.0,1.0
5036,четвёртом,6315.0,1.0
5037,последствий,6315.0,1.0
5038,электростанции,6315.0,1.0
5039,занималась,6315.0,1.0
5040,бытовые,6320.0,1.0
5041,рассматриваем,6320.0,1.0
5042,изучает,6320.0,1.0
5043,выводов,6320.0,1.0
5044,писали,6320.0,1.0
5045,рано,6320.0,1.0
5046,криминальные,6320.0,1.0
5047,ударов,6321.0,3.0
5048,связан,6326.0,2.0
5049,плоских,6329.0,1.0
5050,космическую,6329.0,1.0
5051,порезанных,6329.0,1.0
5052,отрастил,6329.0,1.0
5053,каракасе,6335.0,1.0
5054,маршей,6335.0,1.0
5055,переросли,6335.0,1.0
5056,демонстранты,6335.0,1.0
5057,графика,6335.0,1.0
5058,николаса,6335.0,1.0
5059,беспорядки,6335.0,1.0
5060,гвардии,6335.0,1.0
5061,инфляция,6335.0,1.0
5062,ассортимента,6346.0,1.0
5063,потребители,6346.0,1.0
5064,сокращение,6346.0,1.0
5065,голодной,6347.0,1.0
5066,ленинградский,6347.0,1.0
5067,прятаться,6347.0,1.0
5068,городской,6347.0,1.0
5069,трибун,6347.0,1.0
5070,новоявленный,6347.0,1.0
5071,госпиталя,6347.0,1.0
5072,воронки,6347.0,1.0
5073,сплошные,6347.0,1.0
5074,осажденном,6347.0,1.0
5075,команд,6347.0,1.0
5076,военной,6347.0,1.0
5077,динамо,6347.0,1.0
5078,поначалу,6347.0,1.0
5079,набралось,6347.0,1.0
5080,секретности,6347.0,1.0
5081,небольшим,6347.0,1.0
5082,тайм,6347.0,1.0
5083,зимы,6347.0,1.0
5084,закончилась,6347.0,1.0
5085,проходил,6347.0,1.0
5086,академии,6347.0,1.0
5087,счётом,6347.0,1.0
5088,запасное,6347.0,1.0
5089,соседнего,6347.0,1.0
5090,петроградская,6354.0,2.0
5091,бурого,6355.0,1.0
5092,морскими,6355.0,1.0
5093,рыбаки,6355.0,1.0
5094,свиньями,6355.0,1.0
5095,двухголового,6355.0,1.0
5096,молодежь,6357.0,2.0
5097,всяк,6363.0,1.0
5098,входящий,6363.0,1.0
5099,оставь,6363.0,1.0
5100,пришла,6363.0,1.0
5101,короче,6366.0,2.0
5102,далёких,6367.0,2.0
5103,совместно,6367.0,3.0
5104,образовалась,6371.0,1.0
5105,входов,6371.0,1.0
5106,ареной,6371.0,1.0
5107,проводит,6378.0,2.0
5108,задали,6379.0,1.0
5109,линией,6379.0,1.0
5110,заранее,6382.0,1.0
5111,чрезвычайной,6382.0,2.0
5112,надеемся,6382.0,1.0
5113,озабочены,6386.0,1.0
5114,нехватка,6386.0,1.0
5115,щедрых,6386.0,1.0
5116,жизней,6386.0,1.0
5117,суммарные,6386.0,1.0
5118,решают,6386.0,1.0
5119,подари,6386.0,1.0
5120,спасает,6386.0,1.0
5121,дарителей,6386.0,1.0
5122,фондов,6386.0,1.0
5123,отчетность,6386.0,1.0
5124,усадьб,6386.0,1.0
5125,поступления,6386.0,1.0
5126,оглашают,6388.0,1.0
5127,ловца,6388.0,1.0
5128,пиявок,6388.0,1.0
5129,отбираем,6390.0,2.0
5130,блокируются,6394.0,1.0
5131,анонимайзерами,6394.0,1.0
5132,ведущая,6394.0,1.0
5133,регулярно,6394.0,1.0
5134,анонимайзеры,6394.0,1.0
5135,начинает,6402.0,2.0
5136,пошла,6407.0,2.0
5137,задержание,6410.0,2.0
5138,возможно,6417.0,3.0
5139,нелегкой,6421.0,1.0
5140,приоткрыл,6421.0,1.0
5141,завесу,6421.0,1.0
5142,недавними,6421.0,1.0
5143,тапок,6421.0,1.0
5144,серьезное,6421.0,1.0
5145,заминировали,6421.0,1.0
5146,тайны,6421.0,1.0
5147,красками,6424.0,2.0
5148,перевыпустить,6430.0,1.0
5149,поставках,6430.0,1.0
5150,адам,6430.0,2.0
5151,румыны,6430.0,1.0
5152,некомпетентной,6434.0,1.0
5153,неточные,6434.0,1.0
5154,синоптиков,6434.0,1.0
5155,взаимные,6434.0,1.0
5156,иностранцев,6435.0,1.0
5157,иммиграционный,6435.0,1.0
5158,лучших,6435.0,2.0
5159,контроль,6435.0,1.0
5160,пачек,6435.0,1.0
5161,приватизации,6444.0,1.0
5162,наградил,6444.0,1.0
5163,орденами,6444.0,1.0
5164,претендовать,6447.0,1.0
5165,голосовать,6456.0,2.0
5166,прежнюю,6460.0,1.0
5167,восстанавливать,6460.0,1.0
5168,парне,6460.0,1.0
5169,бросил,6460.0,1.0
5170,простом,6460.0,1.0
5171,умирающее,6460.0,1.0
5172,учителе,6460.0,1.0
5173,забастовка,6463.0,2.0
5174,месяцнибалей,6468.0,1.0
5175,жемчужины,6485.0,2.0
5176,головы,6486.0,1.0
5177,пересадка,6486.0,1.0
5178,хакермены,6487.0,1.0
5179,удалено,6487.0,1.0
5180,добрались,6487.0,1.0
5181,начальница,6488.0,1.0
5182,воспитывать,6488.0,1.0
5183,елену,6488.0,1.0
5184,блинову,6488.0,1.0
5185,беседы,6488.0,1.0
5186,квартплата,6488.0,1.0
5187,уволила,6488.0,1.0
5188,участвовала,6488.0,1.0
5189,реальной,6491.0,2.0
5190,чудесное,6497.0,1.0
5191,харкет,6497.0,1.0
5192,предстоящей,6497.0,1.0
5193,черствых,6497.0,1.0
5194,потенциальный,6497.0,1.0
5195,октав,6497.0,1.0
5196,хладнокровных,6497.0,1.0
5197,выживания,6497.0,1.0
5198,трио,6497.0,1.0
5199,души,6497.0,1.0
5200,образовавшееся,6497.0,1.0
5201,дотянуться,6497.0,1.0
5202,мортен,6497.0,1.0
5203,выглядеть,6498.0,1.0
5204,шины,6498.0,1.0
5205,безвоздушные,6498.0,1.0
5206,принцип,6498.0,1.0
5207,подозреваемые,6500.0,3.0
5208,пятерых,6503.0,2.0
5209,переехать,6515.0,1.0
5210,роли,6517.0,1.0
5211,вицина,6517.0,1.0
5212,посвящённое,6519.0,2.0
5213,проблемам,6519.0,2.0
5214,существует,6522.0,2.0
5215,трампом,6524.0,1.0
5216,хулиганство,6524.0,2.0
5217,богатейшие,6524.0,1.0
5218,гейтс,6524.0,1.0
5219,коммерчески,6528.0,2.0
5220,здоров,6533.0,2.0
5221,гитлер,6533.0,2.0
5222,подрались,6535.0,1.0
5223,карабаха,6535.0,1.0
5224,азербайджанцы,6535.0,1.0
5225,флагов,6535.0,1.0
5226,стикерами,6537.0,1.0
5227,попробуй,6538.0,2.0
5228,зюганов,6541.0,1.0
5229,прозападных,6541.0,1.0
5230,эннио,6545.0,1.0
5231,злой,6545.0,1.0
5232,некрополь,6545.0,1.0
5233,профессионал,6545.0,1.0
5234,раскопали,6545.0,1.0
5235,морриконе,6545.0,1.0
5236,двухтысячелетний,6545.0,1.0
5237,америке,6545.0,1.0
5238,население,6546.0,1.0
5239,париже,6547.0,3.0
5240,безвизового,6549.0,2.0
5241,десятую,6555.0,1.0
5242,посадила,6555.0,1.0
5243,счету,6555.0,1.0
5244,ариана,6555.0,3.0
5245,пули,6558.0,1.0
5246,суше,6558.0,1.0
5247,боеприпасов,6558.0,1.0
5248,опасные,6558.0,1.0
5249,душой,6559.0,1.0
5250,реконструкции,6559.0,1.0
5251,нахамил,6559.0,1.0
5252,ограждения,6566.0,2.0
5253,прозрачность,6566.0,1.0
5254,протестуют,6566.0,1.0
5255,несанкционированной,6566.0,2.0
5256,весны,6571.0,2.0
5257,юбилея,6575.0,1.0
5258,научиться,6575.0,1.0
5259,дефицит,6580.0,1.0
5260,возглас,6586.0,1.0
5261,катастроф,6586.0,1.0
5262,оскаров,6586.0,1.0
5263,творение,6586.0,1.0
5264,каприо,6586.0,1.0
5265,столкновение,6586.0,1.0
5266,полминуты,6586.0,1.0
5267,малоизвестные,6586.0,1.0
5268,уинслет,6586.0,1.0
5269,кэмерона,6586.0,1.0
5270,айсберг,6586.0,1.0
5271,леонардо,6586.0,1.0
5272,хогвартса,6595.0,1.0
5273,колдунов,6595.0,1.0
5274,магов,6595.0,1.0
5275,легализации,6595.0,1.0
5276,наезда,6597.0,5.0
5277,копу,6599.0,1.0
5278,новенького,6599.0,1.0
5279,достойна,6599.0,1.0
5280,фонде,6599.0,1.0
5281,цитата,6599.0,1.0
5282,ловля,6600.0,1.0
5283,запросил,6600.0,1.0
5284,довело,6600.0,1.0
5285,слёз,6600.0,1.0
5286,ротенберг,6605.0,1.0
5287,аркадий,6605.0,1.0
5288,настиг,6606.0,1.0
5289,фраппучино,6606.0,1.0
5290,оправиться,6606.0,1.0
5291,розовые,6606.0,1.0
5292,ограбленная,6607.0,1.0
5293,смягчением,6607.0,1.0
5294,светлое,6607.0,1.0
5295,ограбленной,6607.0,1.0
5296,мужем,6607.0,1.0
5297,реального,6607.0,1.0
5298,мобильный,6607.0,1.0
5299,вспыхнуло,6607.0,1.0
5300,судью,6607.0,1.0
5301,грозил,6607.0,1.0
5302,судимости,6607.0,1.0
5303,троицке,6607.0,1.0
5304,яркое,6607.0,1.0
5305,бумажками,6609.0,1.0
5306,толкать,6609.0,1.0
5307,реакция,6609.0,1.0
5308,чушью,6609.0,1.0
5309,обрушилась,6612.0,1.0
5310,паркинсона,6620.0,1.0
5311,бокса,6620.0,1.0
5312,ряда,6621.0,2.0
5313,моментально,6622.0,1.0
5314,чему,6622.0,1.0
5315,месячную,6622.0,1.0
5316,приведёт,6622.0,1.0
5317,жалко,6624.0,1.0
5318,корреспондент,6624.0,1.0
5319,испорченный,6624.0,1.0
5320,медузы,6624.0,1.0
5321,марий,6628.0,3.0
5322,сущий,6633.0,1.0
5323,иркутска,6633.0,1.0
5324,физической,6633.0,1.0
5325,факом,6633.0,1.0
5326,превратили,6633.0,1.0
5327,минутная,6634.0,2.0
5328,красивое,6634.0,2.0
5329,беркли,6645.0,1.0
5330,диктофона,6652.0,1.0
5331,предусматривает,6652.0,1.0
5332,вреднее,6652.0,1.0
5333,негласного,6652.0,1.0
5334,незаконном,6652.0,1.0
5335,вейпы,6652.0,1.0
5336,обвиняется,6652.0,1.0
5337,обороте,6652.0,1.0
5338,предназначенных,6652.0,1.0
5339,трлн,6653.0,1.0
5340,предпринимателей,6653.0,1.0
5341,оценка,6653.0,1.0
5342,вступают,6653.0,1.0
5343,вложить,6654.0,1.0
5344,особо,6654.0,1.0
5345,реднек,6655.0,1.0
5346,питаясь,6655.0,1.0
5347,канти,6655.0,1.0
5348,описать,6655.0,1.0
5349,алабамы,6655.0,1.0
5350,нецелесообразен,6655.0,1.0
5351,каннибализм,6655.0,1.0
5352,подъехала,6655.0,2.0
5353,трудно,6655.0,1.0
5354,подобрать,6655.0,1.0
5355,отыскать,6655.0,1.0
5356,выпустить,6656.0,2.0
5357,правомерными,6657.0,2.0
5358,викинга,6657.0,1.0
5359,хаха,6663.0,1.0
5360,живописные,6663.0,1.0
5361,прилетишь,6663.0,1.0
5362,зацени,6663.0,1.0
5363,ушли,6666.0,1.0
5364,антропологии,6666.0,1.0
5365,заодно,6666.0,1.0
5366,съёме,6673.0,1.0
5367,съёмную,6673.0,1.0
5368,впервой,6673.0,1.0
5369,хозяином,6673.0,1.0
5370,удачном,6673.0,1.0
5371,руфинг,6677.0,1.0
5372,ириной,6677.0,1.0
5373,вовлечение,6677.0,1.0
5374,зацепинг,6677.0,1.0
5375,правильная,6685.0,1.0
5376,добровольцам,6685.0,1.0
5377,салоне,6685.0,1.0
5378,названных,6685.0,1.0
5379,приоритетов,6685.0,1.0
5380,кентукки,6685.0,1.0
5381,штат,6685.0,1.0
5382,согласился,6685.0,1.0
5383,довлатов,6685.0,1.0
5384,улететь,6685.0,1.0
5385,опечатки,6685.0,1.0
5386,минувшее,6685.0,1.0
5387,разбито,6685.0,1.0
5388,выволокла,6685.0,1.0
5389,убьют,6685.0,1.0
5390,всеми,6685.0,1.0
5391,расстановка,6685.0,1.0
5392,правдивы,6685.0,1.0
5393,случая,6685.0,1.0
5394,подписке,6685.0,1.0
5395,обещанной,6685.0,1.0
5396,генеральный,6685.0,1.0
5397,повторял,6685.0,1.0
5398,охраны,6685.0,1.0
5399,громкой,6685.0,1.0
5400,вылетом,6685.0,1.0
5401,пятигорске,6689.0,1.0
5402,запрещен,6689.0,1.0
5403,выбоины,6689.0,1.0
5404,объезжают,6689.0,1.0
5405,обгон,6689.0,1.0
5406,портить,6689.0,1.0
5407,авто,6689.0,1.0
5408,яркому,6690.0,1.0
5409,приёмной,6693.0,2.0
5410,иностранные,6694.0,2.0
5411,принудительном,6695.0,1.0
5412,призванное,6695.0,1.0
5413,террора,6695.0,1.0
5414,скриншоты,6695.0,1.0
5415,посвящённые,6695.0,1.0
5416,неявки,6695.0,1.0
5417,случаи,6695.0,1.0
5418,жертвам,6695.0,1.0
5419,старательно,6695.0,1.0
5420,крымские,6702.0,1.0
5421,возобновления,6702.0,1.0
5422,антип,6702.0,1.0
5423,клубный,6702.0,1.0
5424,тверская,6712.0,2.0
5425,непонятно,6712.0,2.0
5426,высших,6713.0,1.0
5427,экзамен,6713.0,1.0
5428,проигрыша,6713.0,1.0
5429,преддверии,6713.0,1.0
5430,чинов,6713.0,1.0
5431,чистка,6713.0,1.0
5432,затеяла,6713.0,1.0
5433,лизнул,6716.0,1.0
5434,бумажку,6716.0,1.0
5435,серфишь,6716.0,1.0
5436,пацанами,6716.0,1.0
5437,ранцев,6718.0,1.0
5438,хватает,6718.0,1.0
5439,лолиту,6720.0,1.0
5440,милявскую,6720.0,1.0
5441,певицу,6720.0,1.0
5442,ехавшего,6720.0,1.0
5443,снег,6724.0,2.0
5444,чилийского,6730.0,1.0
5445,возникновения,6730.0,1.0
5446,прилетевшего,6730.0,1.0
5447,таксист,6730.0,1.0
5448,форум,6731.0,1.0
5449,дневный,6731.0,1.0
5450,поездка,6731.0,1.0
5451,проживание,6731.0,1.0
5452,обошлась,6731.0,1.0
5453,оренбуржья,6731.0,1.0
5454,ведут,6738.0,3.0
5455,новочеркасске,6738.0,1.0
5456,смсок,6741.0,1.0
5457,разрешение,6743.0,2.0
5458,почтительно,6749.0,1.0
5459,лежачие,6749.0,1.0
5460,рассмотреть,6749.0,1.0
5461,тайэрчжуан,6749.0,1.0
5462,туристы,6749.0,1.0
5463,медленно,6749.0,1.0
5464,проезжал,6749.0,1.0
5465,успевая,6749.0,1.0
5466,напишите,6756.0,2.0
5467,демократии,6758.0,2.0
5468,настоящей,6769.0,2.0
5469,клятву,6773.0,2.0
5470,публичного,6774.0,1.0
5471,ущемлением,6774.0,1.0
5472,важнее,6774.0,1.0
5473,согласиться,6774.0,1.0
5474,плевать,6782.0,1.0
5475,подкормочные,6782.0,1.0
5476,юбку,6790.0,1.0
5477,крайне,6793.0,2.0
5478,государств,6794.0,1.0
5479,муравьев,6795.0,1.0
5480,вербовщиками,6799.0,1.0
5481,казачьи,6799.0,1.0
5482,кибердружины,6799.0,1.0
5483,евгений,6800.0,2.0
5484,бога,6804.0,2.0
5485,статистики,6820.0,1.0
5486,поддавайтесь,6820.0,1.0
5487,запугивание,6820.0,1.0
5488,панике,6820.0,1.0
5489,отреагировали,6832.0,1.0
5490,условный,6832.0,1.0
5491,приложение,6832.0,2.0
5492,кинокомпании,6837.0,1.0
5493,зданию,6839.0,2.0
5494,ребенок,6844.0,1.0
5495,начинённая,6844.0,1.0
5496,тоннеле,6844.0,1.0
5497,дублирующие,6844.0,1.0
5498,ветки,6844.0,1.0
5499,тщательный,6844.0,1.0
5500,сожалению,6844.0,1.0
5501,самодельная,6844.0,1.0
5502,таксовичкофф,6844.0,1.0
5503,болтами,6844.0,1.0
5504,усилили,6844.0,1.0
5505,вынуждена,6848.0,2.0
5506,пасхальными,6863.0,1.0
5507,осквернении,6863.0,1.0
5508,подгончик,6863.0,1.0
5509,кулича,6863.0,1.0
5510,яйцами,6863.0,1.0
5511,уловки,6869.0,2.0
5512,обманывают,6869.0,2.0
5513,пятый,6883.0,2.0
5514,намибия,6887.0,1.0
5515,историей,6887.0,1.0
5516,понятные,6887.0,1.0
5517,репортёрами,6887.0,1.0
5518,пустяковой,6887.0,1.0
5519,перевели,6887.0,1.0
5520,нигерия,6887.0,1.0
5521,никарагуа,6887.0,1.0
5522,правительстве,6887.0,1.0
5523,отнеслись,6887.0,1.0
5524,авторитетными,6887.0,1.0
5525,скептически,6887.0,1.0
5526,бесплатную,6888.0,2.0
5527,заключенному,6899.0,1.0
5528,смартфон,6899.0,1.0
5529,иконе,6899.0,1.0
5530,диагноз,6905.0,1.0
5531,ожирение,6905.0,1.0
5532,чудесный,6906.0,1.0
5533,биткоина,6906.0,1.0
5534,народных,6906.0,1.0
5535,гуляниях,6906.0,1.0
5536,летать,6910.0,1.0
5537,внедрили,6910.0,1.0
5538,терапевтических,6910.0,1.0
5539,лошадок,6910.0,1.0
5540,боится,6910.0,1.0
5541,погладить,6910.0,1.0
5542,призвали,6911.0,3.0
5543,ношение,6915.0,1.0
5544,недавних,6926.0,1.0
5545,мотивы,6933.0,2.0
5546,бюджет,6935.0,2.0
5547,рекомендаций,6938.0,1.0
5548,создавать,6938.0,1.0
5549,умная,6938.0,1.0
5550,реклама,6938.0,1.0
5551,обновился,6938.0,1.0
5552,коснулось,6938.0,1.0
5553,слушателей,6938.0,1.0
5554,система,6938.0,1.0
5555,десктоп,6938.0,1.0
5556,оформить,6938.0,1.0
5557,тестировалась,6938.0,1.0
5558,проигрываться,6938.0,1.0
5559,треками,6938.0,1.0
5560,раздел,6938.0,1.0
5561,прежнему,6938.0,1.0
5562,звучание,6938.0,1.0
5563,душетретье,6938.0,1.0
5564,функции,6938.0,1.0
5565,аудиореклама,6938.0,1.0
5566,слушатели,6938.0,1.0
5567,событие,6942.0,1.0
5568,госзаказу,6946.0,1.0
5569,постили,6946.0,1.0
5570,предыдущая,6946.0,1.0
5571,непонятным,6946.0,1.0
5572,алиса,6946.0,1.0
5573,вокс,6946.0,1.0
5574,трех,6953.0,4.0
5575,выучил,6961.0,1.0
5576,разговорный,6961.0,1.0
5577,английский,6961.0,1.0
5578,корки,6961.0,1.0
5579,самоучитель,6961.0,1.0
5580,трека,6961.0,2.0
5581,футбольные,6961.0,1.0
5582,автобус,6964.0,4.0
5583,занимающий,6971.0,1.0
5584,пятое,6971.0,1.0
5585,интереса,6974.0,2.0
5586,настоящее,6975.0,1.0
5587,сюжет,6975.0,1.0
5588,доставку,6975.0,1.0
5589,организовал,6975.0,1.0
5590,лепту,6975.0,1.0
5591,нашелся,6975.0,1.0
5592,герою,6975.0,1.0
5593,поёт,6979.0,2.0
5594,наносить,6981.0,1.0
5595,выглядит,6982.0,1.0
5596,колеи,6982.0,1.0
5597,отдельную,6982.0,1.0
5598,похвастать,6987.0,1.0
5599,модным,6987.0,1.0
5600,тенденциях,6987.0,1.0
5601,безопасно,6989.0,2.0
5602,вопросов,6995.0,3.0
5603,освобождения,7000.0,1.0
5604,слабоумие,7000.0,1.0
5605,положительно,7001.0,1.0
5606,захватили,7002.0,1.0
5607,водокачку,7002.0,1.0
5608,слесаря,7002.0,1.0
5609,нижегородской,7002.0,1.0
5610,объект,7002.0,1.0
5611,вооружённые,7002.0,1.0
5612,предупредить,7002.0,1.0
5613,вырубить,7011.0,1.0
5614,гринпис,7011.0,1.0
5615,битное,7018.0,1.0
5616,ламповое,7018.0,1.0
5617,пить,7024.0,3.0
5618,вину,7029.0,4.0
5619,британии,7031.0,3.0
5620,деревья,7035.0,2.0
5621,земель,7042.0,2.0
5622,матильда,7044.0,2.0
5623,нулевой,7047.0,1.0
5624,спрогнозировало,7047.0,1.0
5625,минэкономразвития,7047.0,1.0
5626,робообезьяну,7048.0,1.0
5627,построил,7048.0,1.0
5628,робообезьянуповторяем,7048.0,1.0
5629,жажда,7048.0,1.0
5630,гигантскую,7048.0,1.0
5631,боевую,7048.0,1.0
5632,пятницу,7049.0,2.0
5633,пришвартовал,7051.0,1.0
5634,бизнесмен,7051.0,1.0
5635,нарушает,7051.0,1.0
5636,загородила,7051.0,1.0
5637,пригорело,7051.0,1.0
5638,остается,7051.0,1.0
5639,международную,7056.0,2.0
5640,ильтяков,7060.0,1.0
5641,освящали,7060.0,1.0
5642,кургане,7060.0,1.0
5643,духовном,7060.0,1.0
5644,позаботиться,7060.0,1.0
5645,сады,7060.0,1.0
5646,лауреат,7064.0,2.0
5647,политические,7065.0,3.0
5648,уточняет,7073.0,1.0
5649,оцепила,7076.0,2.0
5650,иллюстрации,7080.0,1.0
5651,агентство,7081.0,1.0
5652,начальной,7086.0,2.0
5653,сборной,7088.0,2.0
5654,проголосовавших,7093.0,1.0
5655,высказались,7093.0,1.0
5656,пойти,7102.0,2.0
5657,неудач,7104.0,1.0
5658,происходящего,7111.0,2.0
5659,светскую,7113.0,1.0
5660,преподавание,7113.0,1.0
5661,ставрополе,7116.0,2.0
5662,тариф,7117.0,1.0
5663,саунд,7118.0,1.0
5664,эффектный,7118.0,1.0
5665,достоинство,7118.0,1.0
5666,впечатляющую,7118.0,1.0
5667,баллады,7118.0,1.0
5668,исландский,7118.0,1.0
5669,дебютную,7118.0,1.0
5670,придорожный,7118.0,1.0
5671,одинаково,7118.0,1.0
5672,бэем,7118.0,1.0
5673,кинг,7118.0,1.0
5674,волнующий,7118.0,1.0
5675,набирающий,7118.0,1.0
5676,пластинку,7118.0,1.0
5677,продюсировал,7118.0,1.0
5678,джакер,7118.0,1.0
5679,удались,7118.0,1.0
5680,оглушительный,7118.0,1.0
5681,шероховатый,7118.0,1.0
5682,подобный,7123.0,2.0
5683,получат,7123.0,4.0
5684,оскорбил,7124.0,1.0
5685,подробнее,7124.0,2.0
5686,микрокредиты,7124.0,1.0
5687,выдающая,7124.0,1.0
5688,позавчера,7124.0,1.0
5689,выполнят,7138.0,1.0
5690,посыпались,7138.0,1.0
5691,грядущей,7138.0,1.0
5692,условие,7138.0,1.0
5693,расправе,7138.0,1.0
5694,инфаркта,7143.0,1.0
5695,спасали,7143.0,1.0
5696,останавливалось,7143.0,1.0
5697,сердце,7143.0,1.0
5698,будете,7145.0,2.0
5699,описывает,7147.0,2.0
5700,ртом,7148.0,2.0
5701,керченский,7149.0,1.0
5702,разливать,7149.0,1.0
5703,пролив,7149.0,1.0
5704,бутылкам,7149.0,1.0
5705,выписали,7151.0,2.0
5706,элвис,7155.0,2.0
5707,джамэна,7166.0,2.0
5708,признать,7167.0,1.0
5709,аргентиной,7167.0,1.0
5710,будущих,7169.0,1.0
5711,российскому,7175.0,3.0
5712,подать,7176.0,1.0
5713,сырье,7176.0,1.0
5714,выдавая,7176.0,1.0
5715,дорогостоящее,7176.0,1.0
5716,залог,7176.0,1.0
5717,бочках,7176.0,1.0
5718,бочек,7176.0,1.0
5719,пришедшего,7176.0,1.0
5720,порчу,7176.0,1.0
5721,фёдоровой,7178.0,2.0
5722,наталье,7178.0,2.0
5723,яблока,7178.0,2.0
5724,раствором,7178.0,2.0
5725,собрала,7187.0,2.0
5726,лежбище,7189.0,1.0
5727,забор,7189.0,1.0
5728,детским,7189.0,1.0
5729,бомжей,7189.0,1.0
5730,теплотрассе,7189.0,1.0
5731,запомните,7191.0,1.0
5732,дональд,7192.0,2.0
5733,бойцом,7197.0,1.0
5734,баррикад,7197.0,1.0
5735,местами,7199.0,2.0
5736,песней,7199.0,1.0
5737,резким,7202.0,2.0
5738,запорожье,7206.0,1.0
5739,портретами,7206.0,1.0
5740,можна,7206.0,1.0
5741,полк,7206.0,1.0
5742,оперу,7208.0,1.0
5743,исполнят,7208.0,1.0
5744,эльфийском,7208.0,1.0
5745,сильмариллион,7208.0,1.0
5746,турция,7221.0,1.0
5747,огласил,7221.0,1.0
5748,вплоть,7221.0,1.0
5749,переизбираться,7221.0,1.0
5750,месье,7231.0,1.0
5751,фамилию,7232.0,3.0
5752,другом,7233.0,2.0
5753,предоставлять,7234.0,2.0
5754,пересекли,7235.0,2.0
5755,отечественной,7238.0,2.0
5756,клукс,7240.0,1.0
5757,утратил,7240.0,1.0
5758,печальные,7240.0,1.0
5759,свастике,7240.0,1.0
5760,конфедератов,7240.0,1.0
5761,объяснив,7240.0,1.0
5762,приравняли,7240.0,1.0
5763,еврейские,7240.0,1.0
5764,клана,7240.0,1.0
5765,фьюри,7240.0,1.0
5766,ненависти,7240.0,1.0
5767,персонажа,7240.0,1.0
5768,лягушонка,7240.0,1.0
5769,рации,7243.0,1.0
5770,бастующие,7243.0,1.0
5771,единственное,7247.0,2.0
5772,роджер,7247.0,1.0
5773,бонд,7247.0,1.0
5774,сыгравший,7247.0,1.0
5775,идеи,7248.0,2.0
5776,должность,7254.0,2.0
5777,въехал,7259.0,4.0
5778,приглашении,7264.0,1.0
5779,крестный,7264.0,1.0
5780,обязывали,7264.0,1.0
5781,приглашали,7264.0,1.0
5782,пишется,7264.0,1.0
5783,верных,7272.0,1.0
5784,хронического,7272.0,1.0
